anomalyID,srcIP,srcPort,dstIP,dstPort,taxonomy,heuristic,distance,nbDetectors,label
407,220.8.174.79,,,,ptmpla,502,-1.387982,1,notice
408,142.17.117.70,,,,ptmpla,504,-1.387982,1,notice
409,139.188.188.85,,,,ttl_error,20,-1.387982,1,notice
410,100.58.63.195,,,,ptmpla,504,-1.387982,1,notice
411,20.174.1.94,,,,ptmplaHTTP,503,-1.387982,1,notice
412,58.177.151.228,,,,ptmplaHTTP,503,-1.387982,1,notice
413,97.207.232.243,,,,ptmplaHTTP,503,-1.387982,1,notice
414,142.17.12.87,,,,ptmpla,999,-1.387982,1,notice
415,55.113.61.175,,,,alphflHTTP,503,-1.387982,1,notice
416,28.63.81.148,,,,alphfl,504,-1.387982,1,notice
417,155.212.186.214,,,,ptmp,999,-1.387982,1,notice
418,100.249.79.189,,,,ptmpla,999,-1.387982,1,notice
419,206.92.153.145,,,,ptmpHTTP,504,-1.387982,1,notice
420,85.24.119.178,,,,ptmpla,504,-1.387982,1,notice
421,142.17.15.4,,,,ptmp,503,-1.387982,1,notice
422,142.17.31.209,,,,ptmpla,504,-1.387982,1,notice
423,65.39.97.183,,,,ptmplaHTTP,503,-1.387982,1,notice
424,6.155.218.47,,,,salphfl,503,-1.387982,1,notice
425,220.42.247.123,,,,salphfl,503,-1.387982,1,notice
426,142.17.26.102,,,,ptmp,504,-1.387982,1,notice
427,191.133.188.150,,,,salphfl,999,-1.387982,1,notice
428,206.73.50.14,,,,alphfl,999,-1.387982,1,notice
429,48.85.233.59,,,,ptmplaHTTP,503,-1.387982,1,notice
430,197.83.230.63,,,,alphflHTTP,503,-1.387982,1,notice
431,155.212.241.229,,,,salphfl,504,-1.387982,1,notice
432,40.46.245.79,,,,ntscSYNt,10,-1.387982,1,notice
433,67.49.221.48,,,,salphfl,999,-1.387982,1,notice
434,142.17.15.20,,,,ptmp,504,-1.387982,1,notice
435,136.39.39.245,,,,ntscUDP,999,-1.387982,1,notice
436,215.158.2.81,,,,alphfl,502,-1.387982,1,notice
437,206.92.153.8,,,,ntscACK,503,-1.387982,1,notice
438,142.17.30.130,,,,ptmpla,504,-1.387982,1,notice
439,207.160.156.224,,,53,ntscUDP,999,-1.387982,1,notice
440,164.220.171.92,,,,ptmpla,504,-1.387982,1,notice
441,144.196.187.183,,,,ptmpla,999,-1.387982,1,notice
442,68.189.97.58,,,,ptmpla,504,-1.387982,1,notice
443,207.160.155.23,,,,ptmp,999,-1.387982,1,notice
444,142.17.228.85,,,,ptmpla,504,-1.387982,1,notice
445,11.224.51.165,,,,salphfl,999,-1.387982,1,notice
446,164.220.193.75,,,,ptmp,999,-1.387982,1,notice
447,25.241.218.96,,,,ptmpla,504,-1.387982,1,notice
448,142.6.125.163,,,,ptmpla,502,-1.387982,1,notice
449,213.208.39.254,,,,ptmplaHTTP,53,-1.387982,1,notice
450,136.39.13.9,,,,ptmpla,504,-1.387982,1,notice
451,164.220.86.52,,,,ptmpla,504,-1.387982,1,notice
452,75.120.32.215,,,,ptmplaHTTP,503,-1.387982,1,notice
453,136.39.158.118,80,219.193.163.13,,ptmplaHTTP,503,-1.152219,2,notice
454,136.39.158.118,80,185.244.44.129,,ptmplaHTTP,503,-1.152219,2,notice
455,136.39.141.167,,,,ptmpla,504,-1.387982,1,notice
456,68.200.111.194,,,,salphfl,504,-1.387982,1,notice
457,142.17.37.58,,,,ptmpla,504,-1.387982,1,notice
458,164.220.87.146,,,,ntscACK,504,-1.387982,1,notice
459,142.17.118.13,,,,ptmpla,504,-1.387982,1,notice
460,15.107.252.41,,,,salphfl,999,-1.387982,1,notice
461,142.17.10.66,,,,ptmpla,504,-1.387982,1,notice
462,142.17.10.209,,,,ntscACK,504,-1.387982,1,notice
463,179.215.101.149,,,,salphfl,503,-1.387982,1,notice
464,10.40.24.94,,,,ptmplaHTTP,503,-1.387982,1,notice
465,58.81.0.101,,,,ptmplaHTTP,503,-1.387982,1,notice
466,180.213.70.183,,,,ptmplaHTTP,503,-1.387982,1,notice
467,164.220.159.209,,,,ptmplaHTTP,503,-1.387982,1,notice
468,68.158.50.0,,,,salphfl,504,-1.387982,1,notice
469,213.105.34.204,,,,ptmplaHTTP,503,-1.387982,1,notice
470,39.117.155.153,,,,alphflHTTP,503,-1.387982,1,notice
471,206.55.210.226,,,,salphfl,503,-1.387982,1,notice
472,220.43.12.198,,,,salphfl,503,-1.387982,1,notice
473,120.229.20.253,,,,salphfl,503,-1.387982,1,notice
474,159.34.32.48,80,142.17.14.181,,salphfl,503,-0.773157,2,notice
475,136.39.242.134,,,5938,ptmplaHTTP,503,-0.773157,2,notice
476,136.39.242.134,,200.224.126.38,80,ptmplaHTTP,503,-0.773157,2,notice
477,58.81.0.29,80,164.220.139.243,,malphfl,53,-0.773157,2,notice
478,142.17.236.133,,72.95.35.180,443,malphfl,504,-0.773157,2,notice
479,142.17.14.195,,171.139.211.72,443,salphfl,504,-0.773157,2,notice
480,142.17.116.71,,197.154.62.181,80,ptmpla,504,-0.773157,2,notice
481,142.17.116.71,,104.50.185.134,443,ptmpla,504,-0.773157,2,notice
482,151.255.53.202,65026,,80,sntscSYNt,10,-0.773157,2,notice
483,25.241.220.103,443,142.17.1.136,,salphfl,504,-0.773157,2,notice
484,142.17.13.51,,100.51.20.120,443,salphfl,504,-0.773157,2,notice
485,137.189.158.53,,49.208.69.53,80,alphflHTTP,503,-0.773157,2,notice
486,130.114.60.220,80,207.160.147.60,60441,salphfl,503,-0.773157,2,notice
487,130.114.60.220,80,207.160.147.60,57127,salphfl,503,-0.773157,2,notice
488,130.114.60.220,80,207.160.147.60,56487,salphfl,503,-0.773157,2,notice
489,130.114.60.220,80,207.160.147.60,53085,salphfl,503,-0.773157,2,notice
490,130.114.60.220,80,207.160.147.60,50070,salphfl,503,-0.773157,2,notice
491,15.118.70.237,,144.191.98.19,443,ptmpla,504,-0.773157,2,notice
492,15.118.70.237,,144.191.98.13,443,ptmpla,504,-0.773157,2,notice
493,142.13.115.67,22,3.112.38.117,,alphfl,502,-0.773157,2,notice
494,136.39.223.64,53,,,ntscUDP,999,-0.773157,2,notice
495,136.39.223.64,,,53,ntscUDP,999,-0.773157,2,notice
496,210.222.143.53,443,164.220.207.30,49945,salphfl,504,-0.773157,2,notice
497,210.222.143.53,443,164.220.207.30,49803,salphfl,504,-0.773157,2,notice
498,207.160.154.169,16905,25.249.105.130,53,alphfl,999,-0.773157,2,notice
499,142.17.219.24,22,76.182.111.154,,ptmpla,502,-0.773157,2,notice
500,142.17.219.24,22,3.112.38.117,,ptmpla,502,-0.773157,2,notice
501,164.220.241.91,,,5223,ptmpla,504,-0.773157,2,notice
502,164.220.241.91,,100.22.57.80,443,ptmpla,504,-0.773157,2,notice
503,142.17.220.155,,100.24.223.105,443,salphfl,504,-0.773157,2,notice
504,142.17.30.198,,,80,ptmplaHTTP,503,-0.773157,2,notice
505,206.117.213.229,80,164.220.129.235,,salphfl,503,-0.773157,2,notice
506,206.92.157.65,,,443,ptmpla,504,-0.773157,2,notice
507,206.92.157.65,,97.218.220.173,80,ptmpla,504,-0.773157,2,notice
508,142.17.26.58,,,80,ptmplaHTTP,503,-0.773157,2,notice
509,15.107.160.222,52413,142.17.66.66,993,salphfl,999,-0.773157,2,notice
510,15.107.160.222,52409,142.17.66.66,993,salphfl,999,-0.773157,2,notice
511,15.107.160.222,52394,142.17.66.66,993,salphfl,999,-0.773157,2,notice
512,15.107.160.222,51661,142.17.66.66,993,salphfl,999,-0.773157,2,notice
513,15.107.160.222,51657,142.17.66.66,993,salphfl,999,-0.773157,2,notice
514,142.17.236.34,,68.137.9.188,443,salphfl,504,-0.773157,2,notice
515,13.15.125.247,,,,salphfl,503,-0.73722,1,notice
516,142.17.13.12,,100.43.140.248,443,ptmpla,504,-0.773157,2,notice
517,142.17.13.12,,100.43.140.165,443,ptmpla,504,-0.773157,2,notice
518,68.158.37.96,443,142.17.24.192,57673,ptmpla,504,-0.773157,2,notice
519,68.158.37.96,443,142.17.13.12,56367,ptmpla,504,-0.773157,2,notice
520,,,207.160.155.146,80,mptpHTTP,503,-0.65001,3,notice
521,,,207.160.155.146,,mptpHTTP,503,-0.65001,3,notice
522,142.17.116.115,,100.0.6.41,443,malphfl,504,-0.773157,2,notice
523,144.191.42.18,,94.115.47.203,,icmp_error,20,-0.773157,2,notice
524,144.191.42.18,,75.34.204.134,,icmp_error,20,-0.773157,2,notice
525,144.191.42.18,,211.63.255.205,,icmp_error,20,-0.773157,2,notice
526,80.252.113.33,3338,142.13.115.102,25779,salphfl,999,-0.773157,2,notice
527,206.92.153.231,,,80,ntscACK,504,-0.773157,2,notice
528,206.92.153.231,,,443,ntscACK,504,-0.773157,2,notice
529,142.17.236.137,,100.51.100.35,443,salphfl,504,-0.773157,2,notice
530,120.134.1.31,12200,,3128,ntscSYNt,10,-0.773157,2,notice
531,120.134.1.31,12200,,80,ntscSYNt,10,-0.773157,2,notice
532,120.134.1.31,12200,,8080,ntscSYNt,10,-0.773157,2,notice
533,206.92.153.169,,,443,ntscACK,503,-0.773157,2,notice
534,206.92.153.169,,,80,ntscACK,503,-0.773157,2,notice
535,39.13.138.14,80,142.17.221.166,,alphflHTTP,503,-0.773157,2,notice
536,31.248.243.108,,,,alphfl,504,-0.66735,1,notice
537,15.186.101.229,,,,ptmpla,999,-0.66735,1,notice
538,142.17.217.209,,,,ptmpla,502,-0.66735,1,notice
539,142.13.112.113,,,,ptmpla,502,-0.66735,1,notice
540,142.13.119.236,,,,ptmpla,502,-0.66735,1,notice
541,165.85.148.204,,,3128,ntscSYNt,10,-0.66735,1,notice
542,165.85.148.204,,,21320,ntscSYNt,10,-0.66735,1,notice
543,164.220.134.93,,,,ptmpla,504,-0.66735,1,notice
544,34.143.156.64,,,80,ntscSYNt,10,-0.66735,1,notice
545,39.66.97.29,,144.194.84.60,,mptpHTTP,503,-0.66735,1,notice
546,,80,144.194.84.60,,mptpHTTP,503,-0.66735,1,notice
547,,443,164.220.86.7,,mptp,504,-0.66735,1,notice
548,31.251.173.84,80,164.220.86.7,,mptp,504,-0.66735,1,notice
549,58.81.0.30,80,,,ntscACK,503,-0.697801,2,notice
550,58.81.0.21,80,206.92.155.196,,ntscACK,503,-0.697801,2,notice
551,206.9.248.64,443,,,mptmp,503,-0.697801,2,notice
552,206.9.248.64,80,,,mptmp,503,-0.697801,2,notice
553,,443,164.220.116.126,,mptmp,503,-0.697801,2,notice
554,,80,164.220.116.126,,mptmp,503,-0.697801,2,notice
555,,,207.160.153.229,33435,DDoSIC,20,-0.697801,2,notice
556,,,207.160.153.229,,DDoSIC,20,-0.697801,2,notice
557,,,207.160.153.157,53,ntscUDPUDPrp,999,-0.66735,1,notice
558,,,207.160.155.95,27342,mptp,999,-0.697801,2,notice
